sourdement	0.10638892405338353
politiquement	0.10291390894611221
brusquement	0.09359551159223688
quotidiennement	0.09245990013668773
solennellement	0.09122435581414845
gravement	0.09075273802190398
apparemment	0.06759032303721561
inversement	0.0662778895801823
inconsciemment	0.0662778895801823
outre	0.06316073363230942
ensemble	0.060711752516904735
insensiblement	0.06005826357852296
vraiment	0.05986582324888241
tendrement	0.057689768676834736
patiemment	0.054251305643116116
durement	0.04691836856878884
doux	0.03908371732877162
volontiers	0.03422819144335877
jadis	0.029623724031257955
respectivement	0.0296165840640294
vaguement	0.02952053027787579
visiblement	0.026511155832072923
que	0.022430881642936173
vrai	0.011494473633894671
plat	0.008746473576885044
soudain	0.008708661040514386
voir	0.005192006054069294
long	0.0034990377379593937
contre	0.0007962159236543877
