ameublir	846.5012057180883
confire	826.021337837812
pommer	812.3680925842945
repiquer	552.1372380522499
stratifier	532.4765648871846
pailler	395.94411235200903
replanter	342.572335451895
ressuyer	245.75841456331597
biner	228.51221003255696
hiverner	186.1806170934212
falloir	177.78716581663753
environner	177.4921882957282
destiner	161.2789595571761
jaunir	159.15783038386178
carder	138.63295180494748
marcotter	122.87920728165798
consister	119.50340488381023
recouvrir	101.76500721039965
avoisiner	90.11141867321585
ramifier	87.50489003390797
sarcler	86.18611066282955
empailler	81.91947152110532
exhausser	81.91947152110532
fleurir	75.95891295893534
ouvrer	68.26622626758777
ombrager	66.16572699781584
munir	65.35148851683682
planter	57.959034961668735
enter	54.612981014070215
blanchir	51.94439216906451
larder	49.15168291266319
amonceler	49.15168291266319
endommager	48.63968621565628
renfoncer	47.78635838731144
saupoudrer	43.784545123349396
avoyer	40.95973576055266
recourber	36.863762184497396
fructifier	34.512369946391594
darder	34.133113133793884
multiplier	33.485940958168435
remanier	31.559140667966805
ramollir	30.180857928828278
pincer	29.53320003335986
espacer	28.823517757425943
empresser	28.0250823624834
suffire	27.53969811229705
suppurer	27.306490507035107
raire	27.306490507035107
grainer	27.306490507035107
ailer	27.306490507035107
accoter	27.306490507035107
conster	27.306490507035107
pourrir	27.26714397892699
plomber	26.214230886753704
traire	26.000527917568213
ensuivre	25.974466579862668
effeuiller	25.599834850345413
occasionner	24.688059910470095
fermenter	24.093962212089803
importer	23.247417593827187
pourvoir	23.126371681902498
enterrer	22.635643446621206
cueillir	22.461790578367587
rabattre	22.1052542199808
employer	22.06719639349016
amincir	21.55775566344877
consommer	20.58025938949337
recommander	20.54488333386451
rancir	20.47986788027633
sulfater	20.47986788027633
entrecroiser	20.47986788027633
raviner	20.47986788027633
bonifier	20.47986788027633
infuser	19.19987613775906
tasser	18.773212223586636
ensemencer	18.724450633395502
enfouir	18.51902946620732
cuire	17.868684725541097
produire	17.693446486465817
chapitrer	16.75625553840791
colorer	16.687299754299232
durcir	16.549388186081885
exiger	16.54721748983502
fortifier	16.53194154190981
imbiber	16.383894304221066
commencer	16.1876800011765
convenir	15.969420787596425
humecter	15.92878612910381
engraisser	15.809020819862432
grossir	15.734532639724499
fertiliser	15.47367795398656
nuire	15.44080332282685
subdiviser	15.359900910207248
exhaler	15.14949130869756
valoir	15.127409978165767
appartenir	14.853530550530087
raccourcir	14.608017648868431
concerner	14.534099786002558
assaisonner	14.45637732725388
excepter	14.079909167689976
propager	13.96354628200659
